"Codice ISTAT","Ente","Indirizzo","C.A.P.","Denominazione comune","Provincia","Email","Email PEC","Fax","U.R.P. email","U.R.P. fax","U.R.P. telefono","Abitanti","Superficie","Perimetro","Altitudine espressa in m. s.l.","Codice catastale","Codice Fiscale","A.T.O.","A.T.S.","Distretto Socio Sanitario","PLUS","Santo patrono","Festività Santo patrono"
"111037","Comune di Las Plassas","Via Cagliari, 18","09020","Las Plassas","Cagliari","comunedilasplassas@libero.it	    	","protocollo.lasplassas@pec.comunas.it ","+39 070 9364606  ","","","","221","11,04","14573,93","148,00","E464","82002150926","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","22 luglio Santa Maria Maddalena","22 luglio"
"111038","Comune di Lunamatrona","Via 	S. Elia, 4","09022","Lunamatrona","Cagliari","protocollo@comune.lunamatrona.ca.it	 	","protocollo@pec.comune.lunamatrona.ca.it ","+39 070 939678","","","","1661","20,59","19666,25","180,00","E742","82002070926","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","24 giugno San Giovanni Battista Apostolo","24 giugno"
"111039","Comune di Mandas","Piazza Del Ducato di Mandas, 1","09040","Mandas","Cagliari","ufficioprotocollo@comune.mandas.ca.it","comune.mandas@cert.legalmail.it","","","","","2094","45,02","31956,86","491,00","E877","80012750925","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","25 luglio San Giacomo ","25 luglio"
"111040","Comune di Masainas","Via Municipio, 25","09010","Masainas","Cagliari","segreteria.protocollo@comune.masainas.ci.it","protocollo.masainas@pec.comunas.it","+39 0781 9611222    ","","","","1271","23,69","29926,29","56,00","M270","81002530921","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","24 giugno San Giovanni Battista","24 giugno"
"111041","Comune di Monastir","Via Progresso, 17","09023","Monastir","Cagliari","protocollo@comune.monastir.ca.it  	","protocollo.monastir@legalmail.it","+39 070 91670227       ","","","+39 070 91670203","4589","31,79","29225,84","83,00","F333","82001930922","Campidano di Cagliari","","Distretto di Cagliari - Area Vasta","PLUS - 21","29 giugno San Pietro Apostolo martire ","29 giugno"
"111042","Comune di Muravera","Piazza Europa, 1","09043","Muravera","Cagliari","info@comune.muravera.ca.it  	","protocollocomunemuravera@legalmail.it","+39 070 9931204      ","","","","5269","93,51","70815,12","11,00","F808","80000630923","Sarrabus","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","6 dicembre San Nicola di Bari","6 dicembre"
"111043","Comune di Musei","Piazza IV Novembre","09010","Musei","Cagliari","comune.musei@tiscali.it ","comune.musei@legalmail.it","+39 0781 72229  ","","","","1523","20,27","21821,84","118,00","F822","00528900921","Iglesiente","","Distretto di Iglesias","PLUS - Distretto di Iglesias","31 luglio Sant'Ignazio di Loyola","31 luglio"
"111044","Comune di Narcao","Piazza Marconi","09010","Narcao","Cagliari","ufficio.protocollo@comune.narcao.ci.it  	","protocollo@pec.comune.narcao.ci.it","+39 0781 959726  ","","","","3153","85,88","54262,34","125,00","F841","81001970920 ","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","14 agosto San Nicola","14 agosto"
"111045","Comune di Nuragus","Via IV Novembre, snc","09057","Nuragus","Cagliari","segreteria@comune.nuragus.ca.it  	","comunicazioni@pec.comune.nuragus.ca.it","+39 0782 818063    ","","","","862","19,90","22290,47","359,00","F981","81000190918","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","22 luglio Santa Maria Maddalena","22 luglio"
"111046","Comune di Nurallao","Piazza Matteotti, 2","09058","Nurallao","Cagliari","protocollo@comune.nurallao.ca.it  	","comune.nurallao@legalmail.it","+39 0782 815328              ","","","","1210","34,76","26220,42","403,00","F982","81000130914","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","29 giugno San Pietro martire","29 giugno"
"111047","Comune di Nuraminis","Piazza Municipio, 1","09024","Nuraminis","Cagliari","protocollo@comune.nuraminis.ca.it  	","protocollo.nuraminis@legalmail.it  ","","","","","2453","45,18","29646,39","86,00","F983","82002130928","Campidano di Cagliari","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","29 giugno San Pietro martire","29 giugno"
"111048","Comune di Nurri","Corso Italia, 138","09059","Nurri","Cagliari","info@comune.nurri.ca.it  	","protocollo@pec.comune.nurri.ca.it","+39 0782 849597    ","","","","2109","73,67","51859,43","590,00","F986","81000150912","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","29 settembre San Michele Arcangelo","29 settembre"
"111049","Comune di Nuxis","Via	Cagliari, 67","09010","Nuxis","Cagliari","protocollo@comune.nuxis.ci.it	","protocollo.nuxis@pec.comunas.it","","","","","1506","61,59","36926,07","196,00","F991","81003590924","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","29 giugno San Pietro Apostolo","29 giugno"
"111050","Comune di Orroli","Largo Aldo Moro, 1","09061","Orroli","Cagliari","segreteria@comune.orroli.ca.it","segreteria.orroli@pec.it","+39 0782 847624","","","","2132","75,59","40455,62","550,00","G122","00161690912","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","22 gennaio San Vincenzo martire ","22 gennaio"
"111051","Comune di Ortacesus","Via 	Papa Giovanni XXIII, 22","09040","Ortacesus","Cagliari","protocollo@comune.ortacesus.ca.it	","protocollo.ortacesus@servizipostacert.it","+39 070 9804217      ","","","","882","23,63","23116,92","161,00","G133","80019670928","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","29 giugno San Pietro Apostolo martire","29 giugno"
"111052","Comune di Pabillonis","Via 	San Giovanni, 7","09030","Pabillonis","Cagliari","protocollo@comune.pabillonis.su.it ","protocollo@pec.comune.pabillonis.su.it","+39 070 9353260   ","","","","2684","37,42","27735,49","42,00","G207","00497620922","Campidano","","Distretto di Guspini","PLUS - Distretto di Guspini","5 agosto Santa Maria della Neve","5 agosto"
"111053","Comune di Pauli Arbarei","Via Giovanni XXIII, 6","09020","Pauli Arbarei","Cagliari","protocollo@comune.pauliarbarei.ca.it    ","comune.pauliarbarei@pec.it","+39 070 939955      ","","","","582","15,14","17904,94","140,00","G382","82000530921","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","San Vincenzo","22 gennaio"
"111054","Comune di Perdaxius","Via 	Aldo Moro, 1","09010","Perdaxius","Cagliari","segreteria@comune.perdaxius.ci.it  	","protocollo@pec.comune.perdaxius.ci.it","+39 0781 952170","","","","1365","29,50","22174,23","98,00","G446","81002390920","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","25 e 26 luglio SS. Giacomo e Anna","25 e 26 luglio SS. Giacomo e Anna"
"111055","Comune di Pimentel","Via 	Zanardelli, 1","09020","Pimentel","Cagliari","uff.prot.pimentel@tiscali.it","protocollo@pec.comune.pimentel.ca.it 		 	","+39 070 9800340 ","","","","1160","14,97","16238,99","154,00","G669","00532150927","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","Madonna del Carmine","16 luglio"
"111056","Comune di Piscinas","Via Regina Margherita, 65","09010","Piscinas","Cagliari","segreteria.piscinas@tiscali.it	 	","protocollo@pec.comune.piscinas.ci.it","+39 0781 964754      ","","","","827","16,89","19692,60","67,00","M291","90005610929","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","5 agosto Beata Vergine della Neve","5 agosto"
"111057","Comune di Portoscuso","Via Marco Polo, 1","09010","Portoscuso","Cagliari","info@comune.portoscuso.ci.it","comune.portoscuso@pec.comune.portoscuso.ci.it ","+39 0781 508728        ","","","","4998","38,09","44608,21","13,00","G922","81001870922","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","martedì di Pentecoste Santa Maria d'Itria","martedì di Pentecoste Santa Maria d'Itria"
"111058","Comune di Sadali","Via Deledda, 1","09062","Sadali","Cagliari","protocollo@comune.sadali.ca.it","protocollo@pec.comune.sadali.nu.it","+39 0782 59300  ","protocollo.sadali@tiscali.it","+39 0782 59300 ","+39 0782 599012","924","49,61","38161,10","740,00","H659","00160520912","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","6 ottobre San Valentino","6 ottobre"
"111059","Comune di Samassi","Via Municipio, 1","09030","Samassi","Cagliari","demo.samassi@tiscali.it	","protocollo@pec.comune.samassi.ca.it","+39 070 9389362   ","","","+39 070 93810225 ","5018","42,04","32173,77","56,00","H738","00518190921","Campidano","","Distretto di Sanluri","PLUS - Distretto di Sanluri","San Geminiano","16 settembre"
"111060","Comune di Samatzai","Piazza G. Rossa, 2","09020","Samatzai","Cagliari","protocollo@comune.samatzai.ca.it","protocollo.samatzai@pec.comunas.it","+39 070 910635","patrimonio@comune.samatzai.ca.it        ","+39 070 910635","+39 070 910023","1615","31,16","29033,53","197,00","H739","82001850922","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","29 agosto San Giovanni Decollato","29 agosto"
"111061","Comune di San Basilio","Via 	Croce di Ferro, 32","09040","San Basilio","Cagliari","info@comune.sanbasilio.ca.it  	","protocollo@pec.comune.sanbasilio.ca.it","+39 070 9805284 ","","","","1191","44,63","26661,81","415,00","H766","80016750921","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","29 giugno San Pietro Apostolo","29 giugno"
"111062","Comune di San Gavino Monreale","Via 	Trento, 2","09037","San Gavino Monreale","Cagliari","segretario.sangavino@gmail.com    ","protocollo.sangavino@pec.comunas.it","+39 070 9375013","","","","8400","87,40","39956,26","53,00","H856","82001790920","Campidano","","Distretto di Guspini","PLUS - Distretto di Guspini","12 agosto Santa Chiara","12 agosto"
"111063","Comune di San Giovanni Suergiu","Via 	Mazzini, 1 (angolo Piazza IV Novembre)","09010","San Giovanni Suergiu","Cagliari","ufficio.protocollo@comune.sangiovannisuergiu.ci.it  	","ufficio.protocollo@pec.comune.sangiovannisuergiu.ci.it","+39 0781 6999313","","","+39 0781 6999311 ","5896","72,37","60804,91","17,00","G287","81002010924","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","24 giugno San Giovanni Battista Apostolo","24 giugno"
"111064","Comune di San Nicolò Gerrei","Piazza Salvatore Naitza, 8","09040","San Nicolò Gerrei","Cagliari","amministrativo@comune.sannicologerrei.ca.it","sngerreiufficioprotocollo@pec.it ","+39 070 9509128  ","","","","727","63,52","38386,66","365,00","G383","80015950928","Gerrei","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","III lunedì di maggio San Nicolò","III lunedì di maggio San Nicolò"
"111065","Comune di San Sperate","Via 	Sassari, 12","09026","San Sperate","Cagliari","affarigenerali@sansperate.net  	","protocollo@pec.comune.sansperate.ca.it","+39 070 96040231","","","","8420","26,24","23034,94","41,00","I166","01423040920","Campidano di Cagliari","","Distretto di Area Ovest","PLUS - Area Ovest","17 luglio San Sperate","17 luglio"
"111066","Comune di San Vito","Piazza 	Municipio, 3","09040","San Vito","Cagliari","servizio.affarigenerali@comune.sanvito.ca.it  	","ufficio.protocollo@pec.comune.sanvito.ca.it","+39 070 9927971 ","","","","3564","231,64","104228,58","15,00","I402","80001610924","Sarrabus","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","15 giugno San Vito","15 giugno"
"111067","Comune di Sanluri","Via Carlo Felice, 201","09025","Sanluri","Cagliari","segreteria@comune.sanluri.su.it","protocollo@pec.comune.sanluri.su.it","+39 070 9383226      ","","","","8385","84,23","43286,29","135,00","H974","82002670923","Campidano","","Distretto di Sanluri","PLUS - Distretto di Sanluri","31 maggio Nostra Signora delle Grazie","31 maggio"
"111068","Comune di Santadi","Piazza 	Marconi, 1","09010","Santadi","Cagliari","protocollo@comune.santadi.ci.it  	","protocollo@pec.comunesantadi.it","+39 0781 941000","","","","3296","116,49","50414,32","135,00","I182","81003190923","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","6 dicembre San Nicola di Bari","6 dicembre"
"111069","Comune di Sant'Andrea Frius","Via Fermi, 6","09040","Sant'Andrea Frius","Cagliari","protocollo@comune.santandreafrius.ca.it","protocollo@pec.comune.santandreafrius.ca.it","+39 070 9803537","","","","1720","36,16","31147,29","279,00","I271","80013490927","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","30 novembre Sant'Andrea apostolo","30 novembre"
"111070","Comune di Sant'Anna Arresi","Piazza Aldo Moro, 1","09010","Sant'Anna Arresi","Cagliari","Info@comune.santannaarresi.ca.it","info.santannaarresi@pec.it","+39 0781 966384","","","","2717","36,68","35815,03","75,00","M209","81001910926","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","26 luglio Sant'Anna","26 luglio"
"111071","Comune di Sant'Antioco","Piazzetta Italo Diana, 1","09017","Sant'Antioco","Cagliari","segretario@comune.santantioco.ca.it  	","protocollo@comune.santantioco.legalmail.it","+39 0781 8030275             ","","","","11026","87,90","80678,48","10,00","I294","81002570927","Sulcis","","Distretto Isole San Pietro e Sant'Antioco","PLUS - Distretto di Carbonia","II domenica dopo Pasqua Sant'Antioco martire","II domenica dopo Pasqua Sant'Antioco martire"
"111072","Comune di Sardara","Piazza Gramsci, 1","09030","Sardara","Cagliari","settore.affarigenerali@comune.sardara.vs.it   ","affarigenerali@pec.comune.sardara.vs.it","+39 070 9386111   ","","","","3948","56,61","35277,77","163,00","I428","82000170926","Campidano","","Distretto di Guspini","PLUS - Distretto di Guspini","15 agosto Assunzione Beata Vergine Maria","15 agosto"
"111073","Comune di Segariu","Via 	 Municipio, 11","09040","Segariu","Cagliari","com.segariu@tiscali.it	    ","protocollo@pec.comune.segariu.ca.it ","+39 070 9302306 ","","","","1132","16,69","20536,68","129,00","I570","82000770923","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","23 aprile San Giorgio","23 aprile"
"111074","Comune di Selegas","Via 	Umberto Daga, 4","09040","Selegas","Cagliari","info@comune.selegas.ca.it  	","protocollo@pec.comune.selegas.ca.it","+39 070 985785    ","","","","1347","20,39","22545,25","257,00","I582","80018170920","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","26 luglio Sant'Anna","26 luglio Sant'Anna"
"111075","Comune di Senorbì","Via Lonis, 34","09040","Senorbì","Cagliari","info@comune.senorbi.ca.it","protocollo@pec.comune.senorbi.ca.it","+39 070 9801234","","","","4849","34,29","32330,16","204,00","I615","80008070924","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","4 dicembre Santa Barbara","4 dicembre Santa Barbara"
"111076","Comune di Serdiana","Via 	Monsignor Agostino Saba, 10","09040","Serdiana","Cagliari","protocollo@comune.serdiana.ca.it","comune.serdiana@pec.it","+39 070 743233      ","","","+39 070 7441242","2664","55,71","56427,76","171,00","I624","80002650929","Parteolla","","Distretto di Quartu – Parteolla","PLUS - Ambito Quartu","II domenica di maggio San Salvatore","II domenica di maggio San Salvatore"
"111077","Comune di Serramanna","Via 	Serra, 40","09038","Serramanna","Cagliari","serramanna@comune.serramanna.ca.it	    ","protocollo@pec.comune.serramanna.ca.it ","+39 070 9137270","","","","8916","83,84","42273,59","38,00","I647","82001070927","Campidano","","Distretto di Sanluri","PLUS - Distretto di Sanluri","6 novembre San Leonardo","6 novembre San Leonardo"
"111078","Comune di Serrenti","Via 	Nazionale, 182","09027","Serrenti","Cagliari","comune.serrenti@tiscali.it	   ","protocollo.serrenti@pec.comunas.it","+39 070 9159791            ","","","","4738","42,78","29389,20","114,00","I667","01561670926","Campidano","","Distretto di Sanluri","PLUS - Distretto di Sanluri","8 dicembre Immacolata Concezione","8 dicembre Immacolata Concezione"
"111079","Comune di Serri","Via 	Municipio, 5","09063","Serri","Cagliari","comune.serri@tiscali.it","protocollo@pec.comune.serri.ca.it","+39 0782 806023  ","","","","641","19,18","29147,62","603,00","I668","81000070912","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","1 settembre San Basilio Magno ","1 settembre San Basilio Magno "
"111080","Comune di Setzu","Via 	Chiesa, 6","09029","Setzu","Cagliari","infoprotocollo@comune.setzu.vs.it	    ","protocollo@pec.comune.setzu.vs.it ","+39 070 9364615 ","","","","137","7,77","15606,61","206,00","I705","82001290921","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","6 novembre San Leonardo","6 novembre"
"111081","Comune di Seui","Via Della Sapienza, 38","09064","Seui","Cagliari","protocollo@comune.seui.og.it","protocollo.seui@pec.comunas.it","+39 0782 54363","anagrafe@comune.seui.og.it","","","1239","148,21","91709,81","800,00","I706","00155310915","Ogliastra","","Distretto di Tortolì","PLUS - Ogliastra","16 agosto San Rocco","16 agosto"
"111082","Comune di Seulo","Piazza 	Del Popolo, 3","09065","Seulo","Cagliari","protocollo@comune.seulo.ca.it  	","protocollo@pec.comune.seulo.ca.it","+39 0782 58330   ","","","","793","58,79","40034,32","797,00","I707","00160490918","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","8 dicembre Immacolata Concezione","8 dicembre"
"111083","Comune di Siddi","Viale 	 Europa, 9","09020","Siddi","Cagliari","info@comune.siddi.su.it   ","protocollo.siddi@servizipostacert.it ","+39 070 939116      ","","","","620","11,02","16433,15","164,00","I724","82002080925","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","2 luglio Madonna delle Grazie","2 luglio"
"111084","Comune di Siliqua","Via Manno, 32","09010","Siliqua","Cagliari","info@comune.siliqua.ca.it","protocollo@pec.comune.siliqua.ca.it","","","","","3706","189,85","70235,51","66,00","I734","80005610920","Campidano di Cagliari","","Distretto di Area Ovest","PLUS - Area Ovest","23 aprile San Giorgio","23 aprile"
"111085","Comune di Silius","Via Aldo Moro, 14","09040","Silius","Cagliari","protocollo@comune.silius.ca.it","protocollo@pec.comune.silius.ca.it","+39 070959287","protocollo@comune.silius.ca.it ","+39 070 959287","+39 070 959006","1129","38,36","28457,29","565,00","I735","80000670929","Gerrei","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","II lunedì di giugno SS. Felicita e Perpetua","II lunedì di giugno SS. Felicita e Perpetua"
"111086","Comune di Siurgus Donigala","Via 	Kennedy,1","09040","Siurgus Donigala","Cagliari","segreteria@comune.siurgusdonigala.ca.it","protocollo@pec.comune.siurgusdonigala.ca.it","+39 070 989111   ","","","","1940","76,39","46755,88","452,00","I765","80014110920","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","20 agosto San Teodoro (patrono di SIURGUS) - 8 settembre Santa Maria (patrona di DONIGALA)","20 agosto San Teodoro (patrono di SIURGUS) - 8 settembre Santa Maria (patrona di DONIGALA)"
"111087","Comune di Soleminis","Via Chiesa, 18","09040","Soleminis","Cagliari","info@comune.soleminis.ca.it","protocollo.soleminis@pec.comunas.it","+39 070 749050       ","","","","1860","12,79","21087,79","200,00","I797","80005100922","Parteolla","","Distretto di Quartu – Parteolla","PLUS - Ambito Quartu","25 e 26 luglio SS. Giacomo e Anna","25 e 26 luglio SS. Giacomo e Anna"
"111088","Comune di Suelli","Piazza Municipio, 1","09040","Suelli","Cagliari","ufficiosegreteria@comunesuelli.it ","protocollo.suelli@legalmail.it","+39 070 988353   ","","","","1100","19,20","23430,76","245,00","I995","80016870927","Trexenta","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 6 Trexenta","I lunedì dopo Pentecoste San Giorgio","I lunedì dopo Pentecoste San Giorgio"
"111089","Comune di Teulada","Via Cagliari, 59","09019","Teulada","Cagliari","protocollo@comune.teulada.ca.it","protocollo@pec.comune.teulada.ca.it","+39 070 9270049                ","","","","3448","246,19","70742,73","50,00","L154","80013330925","Capoterra","","Distretto di Area Ovest","PLUS - Area Ovest","16 luglio Madonna del Carmine","16 luglio"
"111090","Comune di Tratalias","Via 	Matteotti, 15","09010","Tratalias","Cagliari","segreteria@comune.tratalias.ca.it 	 	","protocollo@pec.comune.tratalias.ca.it","+39 0781 688283         ","","","","1036","31,00","28954,89","17,00","L337","81001590926","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","SS. Vergine di Monserrato nella settimana che include la domenica dell’Ascensione   ",""
"111091","Comune di Tuili","Via 	Matteotti, 4","09029","Tuili","Cagliari","demografici@comune.tuili.vs.it	  	","protocollo.tuili@pec.comunas.it ","+39 070 9364320   ","","","","979","24,59","22279,98","208,00","L463","82001310927","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","29 giugno San Pietro Apostolo","29 giugno"
"111092","Comune di Turri","Piazza 	Sandro Pertini, 1","09020","Turri","Cagliari","protocollo@comune.turri.vs.it","turri.unione@legalmail.it ","+39 0783 95373    ","","","","409","9,60","15407,20","160,00","L473"," 82001010923","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","20 gennaio San Sebastiano","20 gennaio"
"111093","Comune di Ussana","Piazza 	Municipio, 1","09020","Ussana","Cagliari","info@comune.ussana.ca.it","protocollo@pec.comune.ussana.ca.it","+39 070 91894325                ","","","","4128","32,82","26654,34","160,00","L512","82001730926","Campidano di Cagliari","","Distretto di Cagliari - Area Vasta","PLUS - 21","20 gennaio San Sebastiano","20 gennaio"
"111094","Comune di Ussaramanna","Via 	Marmilla, 36","09020","Ussaramanna","Cagliari","protocollo@comune.ussaramanna.vs.it	    ","protocollo@pec.comune.ussaramanna.vs.it ","+39 0783 95382  ","","","","512","9,76","16280,16","157,00","L513","82001030921","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","15 luglio San Quirico","15 luglio"
"111095","Comune di Vallermosa","Via 	Adua, 2","09010","Vallermosa","Cagliari","protocollo@vallermosa.gov.it  	","protocollo.vallermosa@servizipostacert.it","","","","","1874","61,75","37256,05","73,00","L613","80014530929","Campidano di Cagliari","","Distretto di Area Ovest","PLUS - Area Ovest","20 maggio San Lucifero","20 maggio"
"111096","Comune di Villacidro","Piazza Municipio, 1","09039","Villacidro","Cagliari","protocollo@comune.villacidro.vs.it                 ","protocollo.villacidro@pec.it ","39 070 9316066 ","","","","13775","183,48","59244,21","267,00","L924","82002040929","Linas","","Distretto di Guspini","PLUS - Distretto di Guspini","4 dicembre Santa Barbara","4 dicembre"
"111097","Comune di Villamar","Prazza	De Corti, 1","09020","Villamar","Cagliari","	segreteria.villamar@tiscali.it	    ","segreteria.villamar@legalmail.it ","+39 070 9306017 ","","","","2604","38,53","29840,26","108,00","L966","82002010922","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","24 giugno San Giovanni Battista Apostolo","24 giugno"
"111098","Comune di Villamassargia","Piazza Del Pilar, 28","09010","Villamassargia","Cagliari","villamassargia.amministrativo@gmail.com","comunevillamassargia@legalmail.it","+39 0781 74880","","","","3488","91,39","42305,71","121,00","L968","81002370922","Iglesiente","","Distretto di Iglesias","PLUS - Distretto di Iglesias","5 agosto Santa Maria della Neve","5 agosto"
"111099","Comune di Villanova Tulo","Via 	Cagliari, 34","09066","Villanova Tulo","Cagliari","protocollo@comune.villanovatulo.ca.it  	","protocollo.villanovatulo@legalmail.it","+39 0782 813028   ","","","","1056","40,45","29363,36","570,00","L992","81000730911","Sarcidano","","Distretto di Sarcidano - Barbagia di Seulo e Trexenta","PLUS - Ambito 7 Sarcidano - Barbagia di Seulo","20 febbraio San Giuliano","20 febbraio"
"111100","Comune di Villanovaforru","Piazza Costituzione, 1","09020","Villanovaforru","Cagliari","info@comune.villanovaforru.ca.it                ","protocollo.villanovaforru@pec.comunas.it ","+39 070 93451250             ","","","","656","10,93","14196,64","324,00","L986","82002000923","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","4 ottobre San Francesco d'Assisi","4 ottobre"
"111101","Comune di Villanovafranca","Piazza Risorgimento, 18","09020","Villanovafranca","Cagliari","villanovafranca@gmail.com","protocollo@pec.comune.villanovafranca.ca.it","+39 070 9367253","","","","1247","27,59","21155,87","292,00","L987","00517980926","Marmilla","","Distretto di Sanluri","PLUS - Distretto di Sanluri","10 agosto San Lorenzo martire","10 agosto"
"111102","Comune di Villaperuccio","Piazza IV Novembre, 1","09010","Villaperuccio","Cagliari","segreteria@comune.villaperuccio.ci.it  	","protocollo@pec.comune.villaperuccio.ci.it","+39 0781 950304      ","","","","1060","36,43","26652,01","68,00","M278","81005130927","Sulcis","","Distretto di Carbonia","PLUS - Distretto di Carbonia","22 agosto Madonna del Rosario","22 agosto"
"111103","Comune di Villaputzu","Via 	Leonardo da Vinci, snc","09040","Villaputzu","Cagliari","info@comune.villaputzu.ca.it  	","protocollo@pec.comune.villaputzu.ca.it","+39 070 997075     ","","","","4615","181,31","220977,62","11,00","L998","80003170927","Sarrabus","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","15 maggio San Giorgio martire","15 maggio"
"111104","Comune di Villasalto","Corso 	 Repubblica, 61","09040","Villasalto","Cagliari","protocollo@comune.villasalto.ca.it  	","protocollo.villasalto@pec.comunas.it","+39 070 9569023","","","","1016","130,36","60277,20","502,00","M016","01391410923","Gerrei","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","29 settembre San Michele Arcangelo","29 settembre"
"111105","Comune di Villasimius","Piazza 	Gramsci, 10","09049","Villasimius","Cagliari","segretario@comune.villasimius.ca.it","protocollo.comunevillasimius@legalmail.it","+39 070 7928041","urp@comune.villasimius.it","","+39 070 7930208 ","3750","57,97","67650,56","41,00","B738","80014170924","Sarrabus","","Distretto di Sarrabus – Gerrei","PLUS - Ambito 5 Sarrabus – Gerrei","24 ottobre San Raffaele ","24 ottobre"
"111106","Comune di Villasor","Piazza 	Matteotti, 1","09034","Villasor","Cagliari","segreteria@comune.villasor.ca.it","segreteriavillasor@legalmail.it","+39 070 9647331 ","","","","6851","86,79","54329,20","25,00","M025","82002160925","Campidano di Cagliari","","Distretto di Area Ovest","PLUS - Area Ovest","3 febbraio San Biagio","3 febbraio"
"111107","Comune di Villaspeciosa","Piazza Croce Santa, 6","09010","Villaspeciosa","Cagliari","info@comune.villaspeciosa.ca.it  	","comune.villaspeciosa@legalmail.it","+39 070 9639540    ","","","","2597","27,19","34135,06","12,00","M026","80017670920","Campidano di Cagliari","","Distretto di Area Ovest","PLUS - Area Ovest","15 agosto Maria SS. Assunta","15 agosto"
